SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME
1,6.79,6.79,2,6.90,6.90,3,7.14,7.14,4,7.47,7.47
1,8.73,15.52,2,8.81,15.71,3,8.82,15.96,4,8.92,16.39
1,8.37,23.89,4,22.09,37.80,2,8.43,24.39,3,8.62,25.01
1,8.67,32.56,4,13.56,51.36,2,8.58,32.97,3,8.91,33.92
1,8.89,41.45,4,11.73,1:03.063,2,8.71,41.68,3,9.30,43.194
