Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME,Katie FABIAN POSITION,Katie FABIAN LAP TIME,Katie FABIAN ELAPSED TIME,ZHANBUSINOVA Madina POSITION,ZHANBUSINOVA Madina LAP TIME,ZHANBUSINOVA Madina ELAPSED TIME,Anna BEISER POSITION,Anna BEISER LAP TIME,Anna BEISER ELAPSED TIME,Petra VANKOVA POSITION,Petra VANKOVA LAP TIME,Petra VANKOVA ELAPSED TIME
5,15.76,15.76,3,15.69,15.69,1,15.46,15.46,2,15.52,15.52,4,15.74,15.74
5,10.57,26.33,4,10.47,26.16,1,10.50,25.96,2,10.55,26.07,3,10.39,26.13
5,10.50,36.83,4,10.46,36.62,2,10.45,36.41,3,10.46,36.53,1,10.15,36.28
5,10.14,46.97,4,10.05,46.67,1,9.96,46.37,3,10.02,46.55,2,10.17,46.45
5,10.21,57.18,4,10.20,56.87,1,10.15,56.52,3,10.18,56.73,2,10.17,56.62
5,10.39,1:07.57,4,10.14,1:07.01,1,10.11,1:06.63,3,10.11,1:06.84,2,10.09,1:06.71
5,10.80,1:18.37,4,10.42,1:17.43,1,10.16,1:16.79,3,10.23,1:17.07,2,10.19,1:16.90
5,11.21,1:29.58,4,10.85,1:28.28,1,10.37,1:27.16,3,10.34,1:27.41,2,10.39,1:27.29
5,11.66,1:41.227,4,11.15,1:39.414,1,,1:37.740,2,,1:37.754,3,,1:37.759
