CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
3,13.77,13.77,4,13.89,13.89,5,14.01,14.01,1,13.51,13.51,2,13.64,13.64
2,10.55,24.32,4,10.62,24.51,5,10.62,24.63,1,10.71,24.22,3,10.69,24.33
1,9.78,34.10,4,9.87,34.38,5,9.87,34.50,2,9.97,34.19,3,9.94,34.27
1,9.96,44.06,4,9.99,44.37,5,9.96,44.46,2,9.98,44.17,3,9.99,44.26
1,9.54,53.60,4,9.60,53.97,5,9.59,54.05,2,9.55,53.72,3,9.62,53.88
1,9.58,1:03.18,4,9.54,1:03.51,5,9.56,1:03.61,2,9.59,1:03.31,3,9.52,1:03.40
1,9.31,1:12.49,4,9.30,1:12.81,5,9.32,1:12.93,2,9.28,1:12.59,3,9.30,1:12.70
1,9.25,1:21.74,4,9.26,1:22.07,5,9.28,1:22.21,2,9.23,1:21.82,3,9.28,1:21.98
1,9.35,1:31.072,3,,1:31.510,5,9.48,1:31.672,2,9.33,1:31.136,4,,1:31.511
