Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
3,16.25,16.25,1,12.33,12.33,4,16.74,16.74,2,12.44,12.44
4,10.91,27.16,2,9.43,21.76,3,10.17,26.91,1,9.21,21.65
4,10.53,37.69,2,8.99,30.75,3,9.41,36.32,1,8.93,30.58
4,13.17,50.86,2,8.92,39.67,3,9.37,45.69,1,9.00,39.58
4,14.78,1:05.64,2,9.13,48.80,3,9.52,55.21,1,9.13,48.71
4,14.49,1:20.13,1,9.19,57.99,3,9.83,1:05.04,2,9.36,58.07
4,13.62,1:33.75,1,9.24,1:07.23,3,10.05,1:15.09,2,9.41,1:07.48
4,13.47,1:47.22,1,9.50,1:16.73,3,10.14,1:25.23,2,9.53,1:17.01
4,13.58,2:00.795,1,9.78,1:26.502,3,10.71,1:35.935,2,9.95,1:26.956
