Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,7.140,7.140,2,7.180,7.180,3,7.480,7.480,4,7.530,7.530
1,9.440,16.590,2,9.410,16.590,4,9.560,17.050,3,9.390,16.930
2,8.960,25.550,1,8.940,25.540,4,9.550,26.600,3,9.160,26.090
1,9.170,34.730,2,9.220,34.770,4,9.550,36.160,3,9.590,35.690
2,9.310,44.040,1,9.200,43.970,4,9.640,45.800,3,10.010,45.700
