KAZHGALI Nurtilek POSITION,KAZHGALI Nurtilek LAP TIME,KAZHGALI Nurtilek ELAPSED TIME,Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME
2,14.17,14.17,1,14.02,14.02,3,14.30,14.30,4,14.41,14.41,5,14.51,14.51
3,10.66,24.83,1,10.63,24.65,4,10.69,24.99,2,10.29,24.70,5,10.61,25.12
3,9.40,34.23,2,9.47,34.12,4,9.35,34.34,1,9.26,33.96,5,9.35,34.47
3,9.18,43.41,2,9.14,43.26,4,9.17,43.51,1,9.27,43.23,5,9.19,43.66
2,9.24,52.65,1,9.28,52.54,4,9.29,52.80,3,9.44,52.67,5,9.26,52.92
2,9.07,1:01.72,1,9.05,1:01.59,4,9.18,1:01.98,3,9.17,1:01.84,5,9.32,1:02.24
2,9.02,1:10.74,1,9.03,1:10.62,4,9.03,1:11.01,3,9.13,1:10.97,5,9.38,1:11.62
2,9.18,1:19.92,1,9.16,1:19.78,3,9.00,1:20.01,4,9.50,1:20.47,5,9.67,1:21.29
2,9.46,1:29.38,1,9.45,1:29.23,3,9.44,1:29.457,4,9.88,1:30.351,5,10.10,1:31.391
