CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.22,7.22,3,7.54,7.54,4,7.63,,2,7.32,
1,9.26,16.48,4,9.43,16.97,3,9.17,,2,9.23,
1,8.79,25.27,4,8.75,25.72,3,8.65,,2,8.80,
1,8.95,34.22,4,8.81,34.53,3,8.91,,2,8.98,
1,9.20,43.413,2,9.31,43.821,4,18.92,,3,10.05,
