SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,BALBEKOV Vladimir POSITION,BALBEKOV Vladimir LAP TIME,BALBEKOV Vladimir ELAPSED TIME,Niels KINGMA POSITION,Niels KINGMA LAP TIME,Niels KINGMA ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
1,6.76,6.76,2,6.92,6.92,3,7.04,7.04,4,7.33,7.33,5,7.53,7.53
1,8.80,15.56,2,8.74,15.66,3,8.77,15.81,4,8.89,16.22,5,9.11,16.64
2,8.44,24.00,1,8.27,23.93,3,8.35,24.16,4,8.57,24.79,5,8.93,25.57
2,8.43,32.43,1,8.44,32.37,3,8.38,32.54,4,8.66,33.45,5,8.96,34.53
2,8.53,40.96,1,8.56,40.93,3,8.56,41.10,4,8.86,42.315,5,9.15,43.684
