ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
3,12.46,12.46,1,12.23,12.23,4,12.61,12.61,5,12.73,12.73,2,12.37,
3,9.70,22.16,1,9.68,21.91,4,9.72,22.33,5,9.67,22.40,2,9.66,
4,9.60,31.76,1,9.53,31.44,3,9.42,31.75,5,9.55,31.95,2,9.56,
4,9.36,41.12,1,9.35,40.79,3,9.26,41.01,5,9.27,41.22,2,9.32,
4,9.21,50.33,1,9.25,50.04,3,9.24,50.25,5,9.26,50.48,2,9.25,
4,9.27,59.60,1,9.21,59.25,3,9.27,59.52,5,9.33,59.81,2,9.24,
4,9.22,1:08.82,1,9.16,1:08.41,2,9.02,1:08.54,5,9.58,1:09.39,3,9.17,
4,9.19,1:18.01,1,9.20,1:17.61,2,9.15,1:17.69,5,10.00,1:19.39,3,9.33,
4,9.55,1:27.56,2,9.40,1:27.01,1,9.24,1:26.93,5,10.23,1:29.62,3,9.44,
