WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
3,16.503,16.503,2,16.318,16.318,4,16.587,16.587,1,16.153,16.153
3,12.589,29.091,2,12.681,28.999,4,12.666,29.252,1,12.627,28.780
1,11.143,40.234,2,11.328,40.327,4,11.168,40.419,3,11.558,40.337
2,10.145,50.379,1,9.973,50.300,3,10.017,50.436,4,10.149,50.486
2,9.658,1:00.036,1,9.662,59.961,4,9.652,1:00.088,3,9.560,1:00.045
2,9.529,1:09.564,4,9.675,1:09.635,1,9.395,1:09.482,3,9.580,1:09.625
1,9.222,1:18.785,2,9.506,1:19.141,3,9.757,1:19.239,4,9.703,1:19.327
1,9.634,1:28.418,2,9.538,1:28.678,3,9.478,1:28.717,4,9.801,1:29.128
1,9.94,1:38.354,3,9.92,1:38.595,2,9.75,1:38.462,4,11.24,1:40.367
