Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.96,6.96,2,7.07,7.07,3,7.34,7.34
1,9.18,16.14,2,9.30,16.37,3,9.14,16.48
1,8.76,24.90,3,8.97,25.34,2,8.75,25.23
1,8.95,33.85,3,8.93,34.27,2,8.84,34.07
1,9.22,43.067,3,9.06,43.326,2,9.00,43.069
