Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME
4,7.64,7.64,1,7.01,7.01,2,7.18,7.18,3,7.34,7.34
4,10.69,18.33,1,9.19,16.20,2,9.21,16.39,3,9.20,16.54
4,10.28,28.61,1,8.64,24.84,2,8.65,25.04,3,8.66,25.20
4,10.28,38.89,1,8.86,33.70,2,8.85,33.89,3,8.89,34.09
4,10.56,49.449,1,9.08,42.780,2,9.14,43.030,3,8.99,43.076
