Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME
1,6.860,6.860,2,6.890,6.890,4,7.120,7.120,3,7.020,7.020
1,9.080,15.950,2,9.160,16.050,3,9.250,16.370,4,9.560,16.590
1,8.950,24.900,3,8.980,25.040,4,8.990,25.370,2,8.410,25.010
1,9.040,33.940,2,8.970,34.010,4,8.870,34.250,3,9.070,34.090
1,9.090,43.040,2,9.090,43.110,4,9.080,43.330,3,9.090,43.180
