Kristina PAPP POSITION,Kristina PAPP LAP TIME,Kristina PAPP ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
5,14.91,14.91,2,13.45,13.45,3,13.57,13.57,1,13.34,13.34,4,13.75,13.75
5,11.77,26.68,2,11.08,24.53,3,11.18,24.75,1,11.18,24.52,4,11.10,24.85
5,11.87,38.55,1,10.31,34.84,3,10.32,35.07,2,10.41,34.93,4,10.33,35.18
5,12.17,50.72,1,10.25,45.09,3,10.24,45.31,2,10.26,45.19,4,10.26,45.44
5,12.44,1:03.16,1,9.97,55.06,3,10.01,55.32,2,9.99,55.18,4,10.08,55.52
5,20.23,1:23.39,1,9.83,1:04.89,3,9.77,1:05.09,2,9.81,1:04.99,4,10.03,1:05.55
5,20.21,1:43.60,1,9.95,1:14.84,3,9.90,1:14.99,2,9.99,1:14.98,4,10.57,1:16.12
5,14.89,1:58.49,2,10.10,1:24.94,1,9.70,1:24.69,3,10.09,1:25.07,4,11.51,1:27.63
4,,1:58.463,2,10.21,1:35.150,1,9.87,1:34.554,3,10.21,1:35.279,0,,PEN
