Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
2,7.14,7.14,1,6.89,6.89,3,7.42,7.42
2,9.25,16.39,1,9.20,16.09,3,9.51,16.93
2,8.76,25.15,1,8.76,24.85,3,9.29,26.22
2,8.84,33.99,1,9.06,33.91,3,9.60,35.82
2,9.08,43.07,1,9.08,42.99,3,10.02,45.84
