Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,13.61,13.61,4,13.81,13.81,1,13.52,13.52,3,13.69,13.69
3,10.70,24.31,4,10.65,24.46,1,10.59,24.11,2,10.53,24.22
3,10.30,34.61,4,10.33,34.79,1,10.31,34.42,2,10.29,34.51
3,10.12,44.73,4,10.05,44.84,1,10.12,44.54,2,10.13,44.64
3,9.96,54.69,4,9.94,54.78,1,9.96,54.50,2,9.95,54.59
3,9.87,1:04.56,4,9.88,1:04.66,1,9.88,1:04.38,2,9.88,1:04.47
3,9.71,1:14.27,4,9.74,1:14.40,1,9.70,1:14.08,2,9.71,1:14.18
3,9.69,1:23.96,4,9.68,1:24.08,1,9.70,1:23.78,2,9.69,1:23.87
3,9.92,1:33.874,4,9.87,1:33.943,1,9.87,1:33.650,2,9.87,1:33.734
