Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME
2,7.015,7.015,1,6.887,6.887,3,7.108,7.108,4,7.321,7.321
2,9.108,16.123,1,9.112,15.998,3,9.101,16.209,4,9.125,16.446
1,8.745,24.867,2,8.888,24.886,3,8.783,24.991,4,8.940,25.385
2,8.959,33.826,1,8.891,33.777,3,8.938,33.928,4,9.304,34.688
2,9.42,43.245,1,9.25,43.021,3,9.40,43.321,4,9.62,44.302
