WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
4,13.714,13.714,1,13.638,13.638,2,13.646,13.646,3,13.709,13.709
4,10.508,24.221,1,10.264,23.901,2,10.308,23.954,3,10.310,24.019
4,10.112,34.333,1,10.088,33.988,3,10.261,34.215,2,10.117,34.135
3,9.991,44.323,1,10.027,44.015,4,10.150,44.365,2,9.959,44.094
4,10.116,54.438,1,10.097,54.112,2,9.802,54.166,3,10.223,54.316
3,10.145,1:04.583,1,10.036,1:04.147,2,10.159,1:04.325,4,10.298,1:04.614
3,9.800,1:14.383,1,9.990,1:14.137,2,9.988,1:14.313,4,10.495,1:15.108
1,9.960,1:24.343,2,10.232,1:24.368,3,10.291,1:24.603,4,11.123,1:26.231
1,10.05,1:34.390,2,10.28,1:34.642,3,10.65,1:35.250,4,12.04,1:38.262
