Daniela VLAEVA POSITION,Daniela VLAEVA LAP TIME,Daniela VLAEVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME
2,7.755,7.755,1,7.541,7.541,4,8.190,8.190,3,7.946,7.946
2,9.900,17.654,1,9.657,17.197,4,10.792,18.982,3,9.800,17.746
2,9.479,27.133,1,9.556,26.753,4,10.976,29.958,3,9.610,27.355
3,9.689,36.821,1,9.670,36.423,4,10.861,40.819,2,9.448,36.803
3,10.04,46.860,1,9.90,46.318,4,11.27,52.082,2,10.06,46.854
