NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Mykyta SOKOLOV POSITION,Mykyta SOKOLOV LAP TIME,Mykyta SOKOLOV ELAPSED TIME,Dmitriy DOKOLIN POSITION,Dmitriy DOKOLIN LAP TIME,Dmitriy DOKOLIN ELAPSED TIME,LEE Munhyeon POSITION,LEE Munhyeon LAP TIME,LEE Munhyeon ELAPSED TIME
1,13.53,13.53,4,13.95,13.95,5,13.97,13.97,2,13.55,13.55,3,13.56,13.56
3,9.69,23.22,4,9.40,23.35,5,9.90,23.87,1,9.64,23.19,2,9.64,23.20
2,9.70,32.92,1,9.32,32.67,5,9.82,33.69,4,9.94,33.13,3,9.93,33.13
4,9.88,42.80,1,9.64,42.31,5,9.50,43.19,3,9.36,42.49,2,9.36,42.49
4,9.59,52.39,1,9.49,51.80,5,9.57,52.76,2,9.51,52.00,3,9.53,52.02
4,9.38,1:01.77,1,9.39,1:01.19,5,9.44,1:02.20,2,9.22,1:01.22,3,9.22,1:01.24
4,9.39,1:11.16,1,9.05,1:10.24,5,9.42,1:11.62,2,9.19,1:10.41,3,9.18,1:10.42
4,9.27,1:20.43,3,10.04,1:20.28,5,9.57,1:21.19,2,9.24,1:19.65,1,9.23,1:19.65
4,9.88,1:30.302,3,9.54,1:29.812,5,9.49,1:30.675,2,9.86,1:29.501,1,9.75,1:29.391
