Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
1,6.91,6.91,2,7.08,7.08,3,7.18,7.18,4,7.32,7.32
1,9.21,16.12,2,9.15,16.23,3,9.17,16.35,4,9.13,16.45
1,8.56,24.68,2,8.57,24.80,3,8.61,24.96,4,8.60,25.05
1,8.62,33.30,2,8.58,33.38,3,8.69,33.65,4,8.63,33.68
1,8.76,42.059,2,8.88,42.251,4,9.07,42.712,3,8.66,42.339
