Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME
2,6.709,6.709,1,6.396,6.396,3,6.837,6.837,4,6.968,6.968
2,9.386,16.095,1,9.335,15.730,3,9.284,16.121,4,9.357,16.325
3,9.077,25.171,1,8.869,24.599,2,8.951,25.071,4,8.946,25.270
3,8.780,33.951,1,8.972,33.570,2,8.847,33.918,4,8.832,34.102
3,9.39,43.337,1,9.61,43.176,2,9.39,43.308,4,9.46,43.559
