VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME
1,7.17,7.17,2,7.44,7.44,3,7.65,7.65,4,7.77,7.77,5,8.04,8.04
1,9.46,16.63,2,9.27,16.71,3,9.27,16.92,4,9.29,17.06,5,9.53,17.57
1,8.94,25.57,2,8.99,25.70,3,8.92,25.84,4,8.90,25.96,5,8.96,26.53
1,8.84,34.41,2,8.80,34.50,3,8.77,34.61,4,9.07,35.03,5,9.09,35.62
1,8.96,43.37,2,8.91,43.41,3,8.91,43.508,4,9.25,44.266,5,9.18,44.787
