HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
2,7.27,7.27,1,7.21,7.21,3,7.41,7.41,4,7.42,7.42
3,9.12,16.39,1,9.07,16.28,2,8.96,16.37,4,9.24,16.66
2,8.61,25.00,1,8.63,24.91,3,8.74,25.11,4,8.50,25.16
1,8.47,33.47,2,8.68,33.59,3,8.60,33.71,4,8.59,33.75
1,8.75,42.22,2,9.06,42.65,3,9.03,42.74,4,9.10,42.85
