Gabriel VOLET POSITION,Gabriel VOLET LAP TIME,Gabriel VOLET ELAPSED TIME,Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,TENZER Robin POSITION,TENZER Robin LAP TIME,TENZER Robin ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
1,7.21,7.21,2,7.46,7.46,4,7.57,7.57,3,7.48,7.48,5,7.64,7.64
1,9.37,16.58,3,9.45,16.91,5,9.82,17.39,2,9.33,16.81,4,9.57,17.21
1,8.90,25.48,3,8.78,25.69,4,8.76,26.15,2,8.84,25.65,5,9.29,26.50
1,8.98,34.46,3,9.13,34.82,4,8.87,35.02,2,8.97,34.62,5,9.34,35.84
1,9.20,43.668,3,9.03,43.854,4,9.12,44.148,2,9.06,43.685,5,9.38,45.228
