Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME
2,7.26,7.26,3,7.51,7.51,4,7.64,7.64,5,7.97,7.97,1,7.13,7.13
2,9.30,16.56,3,9.40,16.91,4,9.51,17.15,5,9.65,17.62,1,8.98,16.11
2,8.85,25.41,3,8.86,25.77,4,9.00,26.15,5,9.14,26.76,1,8.74,24.85
2,8.97,34.38,3,8.96,34.73,4,9.12,35.27,5,9.36,36.12,1,8.97,33.82
2,9.23,43.61,3,9.10,43.83,4,9.28,44.547,5,9.53,45.633,1,9.34,43.16
