START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
,,,,,,,,,,,,6,11.08,44.53,,,,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,10.68,55.03,2,10.37,54.80,4,11.06,55.12,1,10.65,54.76,5,10.76,55.29,6,11.09,55.53,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
4,10.80,1:05.84,2,10.84,1:05.65,3,10.64,1:05.77,1,10.71,1:05.48,6,10.76,1:06.06,5,10.49,1:06.02,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,10.54,1:16.38,2,10.63,1:16.28,4,10.63,1:16.41,1,10.69,1:16.17,5,10.67,1:16.73,6,10.79,1:16.82,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,10.70,1:27.09,1,10.66,1:26.94,4,10.76,1:27.17,2,10.79,1:26.96,6,10.59,1:27.32,5,10.44,1:27.27,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,10.39,1:37.48,2,10.34,1:37.28,4,10.45,1:37.63,1,10.29,1:37.25,6,10.32,1:37.65,5,10.37,1:37.64,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,9.91,1:47.39,2,10.05,1:47.34,4,9.80,1:47.43,1,9.92,1:47.17,5,9.85,1:47.50,6,10.05,1:47.69,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
2,9.88,1:57.27,4,9.97,1:57.31,3,9.85,1:57.29,1,9.89,1:57.07,5,9.97,1:57.48,6,9.81,1:57.51,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,9.65,2:06.93,2,9.51,2:06.83,4,9.74,2:07.03,1,9.66,2:06.74,5,9.65,2:07.13,6,9.74,2:07.26,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,9.75,2:16.68,2,9.83,2:16.66,4,9.70,2:16.74,1,9.83,2:16.57,5,9.78,2:16.91,6,9.89,2:17.15,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
3,10.13,2:26.803,2,10.08,2:26.732,4,10.20,2:26.934,1,10.04,2:26.605,5,10.08,2:26.984,6,10.27,2:27.419,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),w,FinalB,1
