KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
2,6.86,6.86,3,7.09,7.09,1,6.84,6.84,5,7.34,7.34,4,7.20,7.20
3,9.19,16.05,2,8.78,15.87,1,8.91,15.75,5,9.00,16.34,4,8.99,16.19
3,8.62,24.67,2,8.41,24.28,1,8.40,24.15,5,8.55,24.89,4,8.57,24.76
3,8.58,33.25,2,8.47,32.75,1,8.50,32.65,5,8.65,33.54,4,8.59,33.35
3,8.76,42.01,2,8.71,41.46,1,8.60,41.25,5,8.76,42.30,4,8.79,42.14
