Stefan-Teodor FRIGHENCIU POSITION,Stefan-Teodor FRIGHENCIU LAP TIME,Stefan-Teodor FRIGHENCIU ELAPSED TIME,Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,YATES Westley POSITION,YATES Westley LAP TIME,YATES Westley ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME
4,7.79,7.79,2,7.37,7.37,3,7.55,,5,7.85,7.85,1,7.01,7.01
5,10.34,18.13,2,9.25,16.62,3,9.22,,4,9.36,17.21,1,8.85,15.86
4,10.06,28.19,2,8.88,25.50,5,21.74,,3,9.07,26.28,1,8.39,24.25
4,10.02,38.21,2,9.16,34.66,5,12.27,,3,9.15,35.43,1,8.52,32.77
4,10.20,48.41,2,9.43,44.09,5,15.25,1:06.03,3,9.26,44.69,1,8.59,41.36
