Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
4,7.696,7.696,1,7.169,7.169,3,7.518,7.518,2,7.281,7.281
3,10.651,18.346,1,10.231,17.399,2,10.445,17.963,4,20.353,27.634
3,10.030,28.376,1,9.883,27.281,2,9.412,27.375,4,11.027,38.660
3,10.040,38.415,1,10.030,37.311,2,10.583,37.957,4,10.653,49.312
3,10.53,48.943,1,10.57,47.876,2,10.85,48.803,4,12.01,1:01.319
