Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,6.97,6.97,2,7.08,7.08,3,7.24,7.24,4,7.43,7.43
1,8.86,15.83,2,8.83,15.91,3,8.84,16.08,4,8.85,16.28
1,8.74,24.57,2,8.77,24.68,3,8.64,24.72,4,8.68,24.96
1,8.85,33.42,2,8.93,33.61,4,9.29,34.01,3,9.02,33.98
1,8.92,42.340,2,8.77,42.375,4,10.45,44.454,3,8.96,42.931
