CHENG Xiao Lei POSITION,CHENG Xiao Lei LAP TIME,CHENG Xiao Lei ELAPSED TIME,Anja KOLAR POSITION,Anja KOLAR LAP TIME,Anja KOLAR ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
3,15.861,15.861,4,16.049,16.049,1,15.687,15.687,2,15.769,15.769
3,11.353,27.214,4,11.315,27.363,1,11.402,27.088,2,11.343,27.112
1,10.278,37.492,4,10.732,38.095,2,10.453,37.540,3,10.515,37.627
1,10.186,47.677,4,10.934,49.028,2,10.217,47.757,3,10.270,47.896
1,10.009,57.686,4,11.103,1:00.131,2,10.034,57.790,3,10.208,58.104
1,10.487,1:08.172,4,12.026,1:12.156,2,10.438,1:08.228,3,10.342,1:08.445
2,10.302,1:18.473,4,12.173,1:24.329,1,10.129,1:18.356,3,10.270,1:18.715
1,10.140,1:28.612,4,12.500,1:36.828,2,10.306,1:28.661,3,10.351,1:29.065
1,10.72,1:39.329,3,12.86,1:49.688,2,10.77,1:39.422,0,,DQ
