YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME
2,13.78,13.78,5,13.96,13.96,1,13.78,13.78,4,13.91,13.91,3,13.83,13.83
2,10.35,24.13,4,10.31,24.27,1,10.23,24.01,3,10.33,24.24,5,10.51,24.34
3,9.74,33.87,1,9.34,33.61,2,9.81,33.82,4,9.79,34.03,5,9.84,34.18
3,9.43,43.30,1,9.58,43.19,2,9.37,43.19,4,9.39,43.42,5,9.35,43.53
2,9.11,52.41,5,9.91,53.10,1,9.10,52.29,3,9.23,52.65,4,9.24,52.77
2,9.00,1:01.41,5,9.27,1:02.37,1,9.01,1:01.30,3,9.07,1:01.72,4,9.08,1:01.85
2,8.98,1:10.39,5,9.18,1:11.55,1,8.99,1:10.29,3,9.02,1:10.74,4,9.11,1:10.96
2,9.13,1:19.52,5,9.48,1:21.03,1,9.17,1:19.46,3,9.32,1:20.06,4,9.38,1:20.34
0,,PEN,4,9.84,1:30.861,1,9.27,1:28.726,2,9.59,1:29.642,3,9.65,1:29.990
