Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,13.19,13.19,2,13.27,13.27,3,13.38,13.38,4,13.57,13.57
2,9.85,23.04,1,9.64,22.91,3,9.75,23.13,4,9.65,23.22
2,9.54,32.58,1,9.57,32.48,4,9.54,32.67,3,9.42,32.64
2,9.52,42.10,1,9.53,42.01,4,9.67,42.34,3,9.56,42.20
2,9.36,51.46,1,9.38,51.39,4,9.34,51.68,3,9.35,51.55
2,9.24,1:00.70,1,9.21,1:00.60,4,9.26,1:00.94,3,9.26,1:00.81
2,9.14,1:09.84,1,9.15,1:09.75,4,9.21,1:10.15,3,9.16,1:09.97
2,9.12,1:18.96,1,9.10,1:18.85,4,9.40,1:19.55,3,9.33,1:19.30
2,9.23,1:28.189,1,9.18,1:28.023,4,9.87,1:29.415,3,9.78,1:29.079
