Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
3,14.45,14.45,4,14.46,14.46,2,14.32,14.32,1,14.20,14.20
3,10.36,24.81,4,10.47,24.93,2,10.37,24.69,1,10.40,24.60
3,10.32,35.13,4,10.33,35.26,2,10.29,34.98,1,10.29,34.89
3,9.94,45.07,4,9.93,45.19,2,10.00,44.98,1,10.00,44.89
3,9.78,54.85,4,9.79,54.98,2,9.73,54.71,1,9.69,54.58
3,9.47,1:04.32,4,9.57,1:04.55,1,9.46,1:04.17,2,9.60,1:04.18
4,27.88,1:32.20,2,10.77,1:15.32,1,9.50,1:13.67,3,27.50,1:31.68
4,21.86,1:54.06,2,10.53,1:25.85,1,9.92,1:23.59,3,20.70,1:52.38
4,14.22,2:08.28,2,10.60,1:36.45,1,10.71,1:34.30,3,15.21,2:07.59
