Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
3,7.28,7.28,1,6.97,6.97,4,7.37,7.37,2,7.08,7.08
4,9.81,17.09,1,9.11,16.08,3,9.11,16.48,2,9.15,16.23
4,9.39,26.48,1,8.76,24.84,3,8.47,24.95,2,8.62,24.85
4,9.60,36.08,3,9.03,33.87,2,8.71,33.66,1,8.62,33.47
4,9.80,45.875,3,9.29,43.157,2,8.91,42.565,1,8.74,42.207
