ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
2,7.05,7.05,1,6.78,6.78,4,7.22,7.22,3,7.18,7.18
2,8.99,16.04,1,8.81,15.59,4,9.09,16.31,3,9.04,16.22
2,8.40,24.44,1,8.37,23.96,4,8.38,24.69,3,8.35,24.57
2,8.42,32.86,1,8.43,32.39,4,8.44,33.13,3,8.43,33.00
2,8.62,41.48,1,8.61,41.00,4,8.73,41.869,3,8.50,41.508
