WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,JUNG Ba-Ra POSITION,JUNG Ba-Ra LAP TIME,JUNG Ba-Ra ELAPSED TIME
1,6.93,6.93,2,7.25,7.25,3,7.29,7.29,4,7.90,7.90
1,9.47,16.41,2,9.57,16.82,3,9.88,17.18,4,9.57,17.48
1,9.20,25.61,2,9.10,25.93,3,9.22,26.40,4,9.18,26.66
1,9.38,34.99,2,9.46,35.40,3,9.38,35.78,4,9.16,35.82
1,9.74,44.725,2,9.79,45.188,3,9.54,45.313,4,9.63,45.445
