SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
4,7.98,7.98,1,7.56,7.56,2,7.69,,3,7.84,7.84,5,8.05,8.05
4,9.77,17.75,1,9.65,17.21,1,9.52,,3,9.48,17.32,5,9.79,17.84
4,9.09,26.84,1,9.21,26.42,2,9.29,,3,9.20,26.52,5,9.12,26.96
4,9.19,36.03,1,9.21,35.63,2,9.25,,3,9.33,35.85,5,9.19,36.15
4,9.29,45.32,1,9.35,44.98,2,9.33,,3,9.30,45.15,5,9.35,45.50
