Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME,WOJNOWSKI Mariusz POSITION,WOJNOWSKI Mariusz LAP TIME,WOJNOWSKI Mariusz ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
5,13.749,13.749,3,13.620,13.620,4,13.651,13.651,2,13.517,13.517,1,13.464,13.464
5,10.990,24.738,4,10.977,24.597,1,10.560,24.211,3,11.054,24.571,2,10.959,24.422
5,9.817,34.554,4,9.848,34.444,1,10.046,34.256,3,9.846,34.417,2,9.841,34.263
5,9.768,44.322,4,9.726,44.169,3,9.712,43.968,2,9.494,43.910,1,9.605,43.867
5,9.558,53.880,4,9.509,53.678,3,9.642,53.609,2,9.617,53.527,1,9.529,53.396
5,9.641,1:03.520,3,9.474,1:03.151,4,9.639,1:03.247,2,9.615,1:03.142,1,9.637,1:03.033
5,9.816,1:13.335,4,10.017,1:13.167,3,9.861,1:13.108,2,9.557,1:12.699,1,9.567,1:12.599
5,10.095,1:23.430,3,9.990,1:23.157,4,10.111,1:23.218,2,9.713,1:22.412,1,9.664,1:22.263
4,10.70,1:34.128,5,11.39,1:34.545,3,10.83,1:34.039,2,10.18,1:32.583,1,9.86,1:32.114
