ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
1,7.79,7.79,3,8.08,8.08,2,7.96,7.96,4,8.18,8.18
1,9.93,17.72,3,9.86,17.94,2,9.89,17.85,4,9.89,18.07
1,9.29,27.01,3,9.34,27.28,2,9.30,27.15,4,9.23,27.30
1,9.45,36.46,4,9.54,36.82,2,9.37,36.52,3,9.36,36.66
1,9.61,46.079,4,9.56,46.386,2,9.68,46.204,3,9.60,46.264
