HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,Clement FLORAC POSITION,Clement FLORAC LAP TIME,Clement FLORAC ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME
1,7.17,7.17,3,7.44,7.44,2,7.36,7.36,5,7.60,7.60,4,7.46,7.46
1,9.16,16.33,4,9.28,16.72,3,9.31,16.67,5,9.32,16.92,2,9.12,16.58
1,8.67,25.00,3,8.57,25.29,4,8.83,25.50,5,8.68,25.60,2,8.57,25.15
1,8.73,33.73,3,8.64,33.93,4,8.86,34.36,5,8.86,34.46,2,8.65,33.80
1,8.82,42.55,3,8.76,42.69,4,8.96,43.301,5,8.95,43.395,2,8.86,42.66
