Kiryl SHLIANAV POSITION,Kiryl SHLIANAV LAP TIME,Kiryl SHLIANAV ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Ivan MOJSILOVIC POSITION,Ivan MOJSILOVIC LAP TIME,Ivan MOJSILOVIC ELAPSED TIME
4,7.37,7.37,5,7.48,7.48,1,7.33,7.33,2,7.36,7.36,3,7.36,7.36
3,10.11,17.48,2,9.78,17.26,1,9.30,16.63,4,10.25,17.61,5,11.48,18.84
4,9.07,26.55,3,9.04,26.30,1,8.74,25.37,2,8.65,26.26,5,10.07,28.91
4,9.86,36.41,2,8.83,35.13,1,9.26,34.63,3,9.35,35.61,5,7.90,36.81
4,10.44,46.843,2,10.20,45.322,1,8.81,43.440,3,10.49,46.093,5,13.39,50.194
