REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME
1,6.69,6.69,2,6.85,6.85,5,7.14,,3,6.98,6.98,4,7.09,7.09
1,8.78,15.47,3,8.74,15.59,5,8.80,,2,8.56,15.54,4,8.69,15.78
1,8.33,23.80,4,8.61,24.20,5,8.43,,2,8.49,24.03,3,8.34,24.12
1,8.38,32.18,4,8.31,32.51,5,8.30,,2,8.22,32.25,3,8.27,32.39
1,8.52,40.70,2,8.43,40.94,5,8.48,,3,8.78,41.03,4,8.66,41.05
