Peter ANDERL POSITION,Peter ANDERL LAP TIME,Peter ANDERL ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,XU Peng POSITION,XU Peng LAP TIME,XU Peng ELAPSED TIME,Maarten SLEMBROUCK POSITION,Maarten SLEMBROUCK LAP TIME,Maarten SLEMBROUCK ELAPSED TIME
2,7.06,7.06,3,7.27,7.27,1,6.84,6.84,4,7.42,7.42
2,9.30,16.37,3,9.57,16.85,1,9.48,16.32,4,9.54,16.97
2,9.04,25.41,3,9.08,25.93,1,9.03,25.36,4,9.40,26.38
1,9.04,34.45,3,9.08,35.02,2,9.29,34.66,4,9.46,35.84
1,9.66,44.106,3,9.39,44.402,2,9.64,44.299,4,9.88,45.714
