SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
3,12.176,12.176,2,12.074,12.074,4,12.325,12.325,1,11.979,11.979
3,9.755,21.932,1,9.712,21.786,4,9.667,21.992,2,9.849,21.828
3,9.397,31.328,2,9.509,31.295,4,9.425,31.418,1,9.452,31.281
2,9.383,40.711,1,9.367,40.662,4,9.501,40.919,3,9.466,40.747
3,9.350,50.061,2,9.395,50.056,4,9.309,50.227,1,9.171,49.918
3,9.530,59.591,2,9.417,59.474,4,9.398,59.626,1,9.451,59.368
3,9.263,1:08.854,2,9.368,1:08.841,4,9.369,1:08.994,1,9.354,1:08.722
4,9.346,1:18.200,2,9.266,1:18.107,3,9.144,1:18.138,1,9.298,1:18.021
1,9.054,1:27.254,4,9.598,1:27.706,2,9.375,1:27.513,3,9.614,1:27.634
