CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.09,7.09,2,7.23,7.23,3,7.38,7.38,4,7.76,7.76
1,9.22,16.31,2,9.18,16.41,3,9.15,16.53,4,9.46,17.22
1,8.75,25.06,2,8.74,25.15,3,8.83,25.36,4,9.02,26.24
1,9.02,34.08,2,9.00,34.15,3,8.95,34.31,4,9.30,35.54
1,9.26,43.337,2,9.38,43.527,3,9.28,43.581,4,9.79,45.321
