Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME,YE Liming POSITION,YE Liming LAP TIME,YE Liming ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
0,7.378,7.378,0,6.760,6.760,0,7.477,7.477,0,6.869,6.869
0,9.984,17.362,0,9.281,16.041,0,9.954,17.430,0,9.333,16.202
0,9.926,27.287,0,9.050,25.091,0,9.411,26.841,0,8.988,25.190
0,10.074,37.361,0,8.980,34.071,0,34.602,1:01.443,0,9.258,34.448
0,,,0,,,0,,,0,,
