Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Elena KAPLAN POSITION,Elena KAPLAN LAP TIME,Elena KAPLAN ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,14.850,14.850,3,15.020,15.020,4,15.230,15.230,2,14.880,14.880
2,11.000,25.860,4,11.160,26.180,1,10.610,25.840,3,11.080,25.970
1,10.290,36.150,4,10.360,36.550,2,10.590,36.430,3,10.540,36.510
1,10.740,46.890,3,10.700,47.260,4,10.920,47.360,2,10.410,46.930
1,10.380,57.280,3,10.400,57.660,4,10.540,57.900,2,10.580,57.510
1,9.860,1:07.150,4,10.260,1:07.920,2,9.460,1:07.370,3,9.910,1:07.420
1,9.770,1:16.920,4,10.330,1:18.250,3,9.960,1:17.330,2,9.620,1:17.040
2,9.920,1:26.850,4,10.310,1:28.560,3,9.960,1:27.300,1,9.660,1:26.710
1,9.820,1:36.670,4,10.800,1:39.370,3,9.810,1:37.110,2,9.970,1:36.690
