KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Jorrit OOSTEN POSITION,Jorrit OOSTEN LAP TIME,Jorrit OOSTEN ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME
3,7.465,7.465,1,6.925,6.925,2,6.952,6.952,5,7.689,7.689,4,7.477,7.477
3,9.181,16.646,2,9.488,16.413,1,9.457,16.408,4,9.148,16.836,5,9.452,16.929
3,9.162,25.808,2,9.147,25.560,1,8.996,25.404,4,9.037,25.873,5,9.141,26.070
2,8.952,34.759,3,9.237,34.796,1,9.016,34.419,4,9.398,35.270,5,9.495,35.565
2,9.21,43.963,3,9.68,44.474,1,9.43,43.848,4,9.90,45.167,5,9.72,45.277
