SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Thomas PEARCE POSITION,Thomas PEARCE LAP TIME,Thomas PEARCE ELAPSED TIME
3,6.71,6.71,1,6.37,6.37,2,6.58,6.58,4,7.51,7.51
3,9.08,15.79,1,9.20,15.57,2,9.02,15.60,4,9.92,17.43
3,8.82,24.61,2,8.84,24.41,1,8.78,24.38,4,9.46,26.90
3,8.79,33.40,2,8.88,33.29,1,8.87,33.26,4,9.38,36.29
3,9.14,42.534,2,9.24,42.524,1,9.23,42.482,4,9.98,46.270
