LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
2,13.39,13.39,3,13.47,13.47,1,13.30,13.30,4,13.62,13.62
2,10.65,24.04,3,10.66,24.13,1,10.67,23.97,4,10.51,24.13
2,10.51,34.55,3,10.50,34.63,1,10.50,34.47,4,10.62,34.75
2,10.44,44.99,3,10.52,45.15,1,10.37,44.84,4,10.51,45.26
2,9.94,54.93,3,9.89,55.04,1,10.01,54.85,4,9.88,55.14
2,9.75,1:04.68,4,9.76,1:04.80,1,9.76,1:04.61,3,9.64,1:04.78
2,9.44,1:14.12,4,9.84,1:14.64,1,9.50,1:14.11,3,9.52,1:14.30
1,9.12,1:23.24,4,10.25,1:24.89,2,9.25,1:23.36,3,9.28,1:23.58
1,9.23,1:32.462,4,10.68,1:35.570,2,9.11,1:32.470,3,9.65,1:33.223
