Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.67,6.67,2,6.79,6.79,3,6.98,6.98,4,7.10,7.10
1,8.66,15.33,2,8.67,15.46,3,8.59,15.57,4,8.85,15.95
1,8.29,23.62,2,8.24,23.70,3,8.21,23.78,4,8.55,24.50
1,8.33,31.95,2,8.32,32.02,3,8.31,32.09,4,8.77,33.27
1,8.56,40.510,2,8.61,40.629,4,13.54,45.624,3,9.02,42.286
