ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME
5,14.58,14.58,2,14.27,,4,14.49,14.49,1,14.16,14.16,3,14.38,14.38
5,11.11,25.69,1,11.03,,4,11.10,25.59,2,11.22,25.38,3,11.12,25.50
5,10.49,36.18,1,10.44,,4,10.48,36.07,2,10.47,35.85,3,10.48,35.98
5,10.27,46.45,1,10.30,,4,10.23,46.30,2,10.21,46.06,3,10.21,46.19
5,9.79,56.24,3,10.08,,2,9.65,55.95,4,10.11,56.17,1,9.68,55.87
5,9.80,1:06.04,3,9.66,,2,9.73,1:05.68,4,9.73,1:05.90,1,9.71,1:05.58
5,9.65,1:15.69,3,9.68,,1,9.42,1:15.10,4,9.68,1:15.58,2,9.71,1:15.29
5,9.65,1:25.34,3,9.52,,1,9.39,1:24.49,4,9.58,1:25.16,2,9.61,1:24.90
5,9.88,1:35.22,3,9.85,,1,9.62,1:34.11,4,9.79,1:34.95,2,9.85,1:34.75
