Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
1,6.78,6.78,2,6.90,6.90,4,7.18,7.18,3,7.14,7.14
1,8.75,15.53,2,8.76,15.66,4,9.20,16.38,3,8.78,15.92
1,8.45,23.98,2,8.43,24.09,4,8.78,25.16,3,8.26,24.18
1,8.45,32.43,3,8.45,32.54,4,8.88,34.04,2,8.35,32.53
1,8.73,41.156,3,8.87,41.405,4,9.29,43.330,2,8.83,41.352
