Stephane PERIER POSITION,Stephane PERIER LAP TIME,Stephane PERIER ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
0,,,1,6.80,6.80,2,7.00,7.00
0,,,1,4.86,11.66,2,9.27,16.28
0,,,1,13.23,24.90,2,8.93,25.21
0,,,1,9.00,33.90,2,8.87,34.08
0,,DQ,2,9.56,43.457,1,9.25,43.324
