MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,14.54,14.54,4,14.81,14.81,1,14.54,14.54,3,14.67,14.67
2,10.99,25.53,4,10.94,25.75,1,10.89,25.43,3,10.99,25.66
2,10.59,36.12,4,10.55,36.30,1,10.56,35.99,3,10.56,36.22
1,10.35,46.47,4,10.48,46.78,2,10.49,46.48,3,10.43,46.65
1,9.87,56.34,4,9.82,56.60,2,9.89,56.37,3,9.78,56.43
3,9.70,1:06.04,4,9.71,1:06.31,1,9.41,1:05.78,2,9.58,1:06.01
3,9.67,1:15.71,4,10.03,1:16.34,1,9.63,1:15.41,2,9.56,1:15.57
3,9.73,1:25.44,4,10.56,1:26.90,1,9.74,1:25.15,2,9.67,1:25.24
3,9.93,1:35.37,4,10.93,1:37.83,0,10.07,1:35.22,0,9.99,1:35.23
