Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
0,,,1,13.24,13.24,2,13.57,13.57,3,13.64,13.64
0,,,1,10.52,23.77,2,10.34,23.91,3,10.42,24.06
0,,,1,9.70,33.48,2,9.69,33.60,3,9.53,33.60
0,,,2,9.11,42.60,3,35.37,1:08.98,1,8.67,42.27
0,,,2,9.40,52.00,3,13.62,1:22.60,1,9.35,51.62
0,,,2,9.11,1:01.12,3,11.95,1:34.55,1,9.14,1:00.76
0,,,2,8.86,1:09.99,3,21.09,1:55.65,1,8.91,1:09.68
0,,,2,8.71,1:18.70,3,12.34,2:07.99,1,8.98,1:18.67
3,,2:03.581,2,9.47,1:28.169,4,0.09,2:08.075,1,9.42,1:28.081
