START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,8.72,8.72,4,8.84,8.84,6,9.14,9.14,5,8.99,8.99,1,8.61,8.61,3,8.73,8.73,7,9.26,9.26,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
3,12.36,21.08,4,12.33,21.17,6,12.24,21.38,5,12.25,21.24,2,12.43,21.04,1,12.25,20.98,7,12.27,21.53,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
5,11.99,33.07,3,11.77,32.94,7,11.90,33.28,1,11.61,32.85,3,11.90,32.94,2,11.94,32.92,6,11.73,33.26,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
4,10.17,43.24,5,10.42,43.36,6,10.23,43.51,1,10.16,43.01,2,10.20,43.14,7,10.75,43.67,3,9.92,43.18,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
4,9.53,52.77,5,9.56,52.92,6,9.54,53.05,2,9.57,52.58,3,9.54,52.68,7,9.51,53.18,1,9.31,52.49,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
4,9.50,1:02.27,5,9.45,1:02.37,6,9.40,1:02.45,1,9.48,1:02.06,3,9.54,1:02.22,7,9.41,1:02.59,2,9.66,1:02.15,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
3,9.50,1:11.77,5,9.58,1:11.95,6,9.60,1:12.05,1,9.59,1:11.65,2,9.48,1:11.70,7,9.59,1:12.18,3,9.62,1:11.77,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
2,9.16,1:20.93,4,9.23,1:21.18,5,9.20,1:21.25,6,9.64,1:21.29,1,9.17,1:20.87,7,9.25,1:21.43,3,9.30,1:21.07,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
2,9.45,1:30.38,4,9.46,1:30.64,5,9.47,1:30.72,6,9.56,1:30.85,1,9.44,1:30.31,7,9.51,1:30.94,3,9.45,1:30.52,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
1,9.20,1:39.58,4,9.32,1:39.96,5,9.28,1:40.00,6,9.33,1:40.18,2,9.38,1:39.69,7,9.38,1:40.32,3,9.29,1:39.81,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
1,9.28,1:48.86,7,9.60,1:49.56,4,9.18,1:49.18,5,9.15,1:49.33,2,9.26,1:48.95,6,9.21,1:49.53,3,9.22,1:49.03,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
1,9.30,1:58.16,7,9.84,1:59.40,3,9.24,1:58.42,5,9.27,1:58.60,2,9.30,1:58.25,6,9.61,1:59.14,4,9.40,1:58.43,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
1,9.18,2:07.34,7,9.97,2:09.37,3,9.03,2:07.45,5,9.36,2:07.96,2,9.18,2:07.43,6,9.74,2:08.88,4,9.47,2:07.90,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
2,9.24,2:16.58,7,10.36,2:19.702,3,9.21,2:16.66,4,9.35,2:17.31,1,9.10,2:16.53,6,10.37,2:19.223,5,9.67,2:17.547,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,3
