Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,SIMON_FALSCH Jeffrey POSITION,SIMON_FALSCH Jeffrey LAP TIME,SIMON_FALSCH Jeffrey ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Oleksandr ZHELTONOG POSITION,Oleksandr ZHELTONOG LAP TIME,Oleksandr ZHELTONOG ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
3,7.15,7.15,1,7.00,7.00,4,7.28,7.28,5,7.45,7.45,2,7.09,7.09
2,9.23,16.38,3,9.41,16.41,4,9.29,16.57,5,9.46,16.91,1,9.17,16.26
2,8.71,25.09,3,8.79,25.20,4,8.81,25.38,5,9.22,26.13,1,8.68,24.94
2,8.77,33.86,3,8.74,33.94,4,8.94,34.32,5,9.47,35.60,1,8.64,33.58
2,8.97,42.827,3,9.05,42.983,4,9.29,43.608,5,9.84,45.432,1,8.81,42.383
