ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Patrik VELICKO POSITION,Patrik VELICKO LAP TIME,Patrik VELICKO ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME
4,16.48,16.48,6,16.76,16.76,5,16.60,,2,16.18,16.18,1,15.88,15.88,3,16.34,16.34
5,11.32,27.80,6,11.17,27.93,3,10.96,,2,11.20,27.38,1,11.43,27.31,4,11.24,27.58
5,10.40,38.20,6,10.41,38.34,4,10.43,,1,10.24,37.62,3,10.65,37.96,2,10.19,37.77
6,10.02,48.22,5,9.78,48.12,4,10.05,,1,9.77,47.39,3,9.96,47.92,2,9.76,47.53
5,9.95,58.17,3,9.75,57.87,4,10.06,,1,9.64,57.03,6,10.56,58.48,2,9.67,57.20
5,10.11,1:08.28,3,9.48,1:07.35,4,10.00,,1,9.27,1:06.30,6,11.04,1:09.52,2,9.23,1:06.43
5,9.87,1:18.15,3,9.62,1:16.97,4,9.81,,1,9.18,1:15.48,6,11.01,1:20.53,2,9.24,1:15.67
5,9.99,1:28.14,3,10.03,1:27.00,4,9.86,,2,9.45,1:24.93,6,11.49,1:32.02,1,9.21,1:24.88
5,10.39,1:38.53,3,10.58,1:37.58,4,10.42,,2,9.45,1:34.38,6,11.87,1:43.89,1,9.40,1:34.28
