LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME
1,12.65,12.65,2,12.72,12.72,4,12.75,12.75,3,12.75,12.75
1,9.73,22.38,3,9.79,22.51,4,9.91,22.66,2,9.66,22.42
2,10.00,32.39,3,9.95,32.47,4,10.04,32.70,1,9.92,32.34
1,9.93,42.32,3,9.99,42.46,4,10.05,42.76,2,10.06,42.41
1,10.11,52.43,2,10.05,52.52,4,10.14,52.91,3,10.16,52.57
1,9.97,1:02.40,3,10.05,1:02.57,4,9.87,1:02.78,2,9.92,1:02.49
1,9.52,1:11.93,2,9.49,1:12.07,4,9.70,1:12.49,3,9.59,1:12.08
1,9.58,1:21.51,3,9.50,1:21.58,4,9.80,1:22.29,2,9.43,1:21.52
1,9.71,1:31.212,0,,DQ,3,10.17,1:32.457,2,9.84,1:31.352
