SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,13.37,13.37,2,13.43,13.43,4,13.73,13.73,3,13.62,13.62
1,10.03,23.40,2,10.13,23.56,4,9.99,23.72,3,10.02,23.64
1,10.18,33.58,2,10.18,33.74,4,10.24,33.96,3,10.21,33.85
1,10.08,43.66,2,10.09,43.83,4,10.09,44.05,3,10.09,43.94
1,9.84,53.50,2,9.81,53.64,4,9.83,53.88,3,9.87,53.81
1,9.73,1:03.23,2,9.76,1:03.40,4,9.73,1:03.61,3,9.72,1:03.53
1,9.62,1:12.85,2,9.57,1:12.97,3,9.73,1:13.34,4,9.85,1:13.38
1,9.46,1:22.31,2,9.52,1:22.49,3,9.63,1:22.97,4,10.21,1:23.59
1,9.57,1:31.877,2,9.60,1:32.090,3,9.77,1:32.732,4,10.83,1:34.418
