Tjasa KROFLIC POSITION,Tjasa KROFLIC LAP TIME,Tjasa KROFLIC ELAPSED TIME,Sophia MILAN POSITION,Sophia MILAN LAP TIME,Sophia MILAN ELAPSED TIME,Hitomi TAKEDA POSITION,Hitomi TAKEDA LAP TIME,Hitomi TAKEDA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
0,15.633,15.633,0,15.383,15.383,0,15.760,15.760,0,15.737,15.737
0,12.819,28.452,0,12.829,28.213,0,12.527,28.287,0,12.754,28.491
0,11.943,40.395,0,11.999,40.212,0,11.825,40.111,0,11.766,40.257
0,10.864,51.258,0,10.726,50.938,0,10.824,50.935,0,10.467,50.724
0,10.710,1:01.968,0,10.570,1:01.508,0,10.471,1:01.406,0,10.573,1:01.297
0,10.805,1:12.773,0,10.158,1:11.666,0,10.270,1:11.676,0,10.220,1:11.517
0,11.056,1:23.829,0,10.221,1:21.886,0,10.212,1:21.888,0,10.243,1:21.760
0,11.398,1:35.227,0,10.212,1:32.098,0,10.071,1:31.959,0,10.132,1:31.892
0,,,0,,,0,,,0,,
